review_text,cluster
Bad experience cant log in face recognition keeps repeating,0.0
Antagal ng verification niyo potng ina,4.0
Pls open us,1.0
Thw verification is very slow it's been already a week and my acc hasn't been verified,6.0
Super duper ganda,4.0
"System is good, but the help center needs to be taken care of, dont use computer generated replys when it comes to troubleshooting issue. Put 24 hrs person to person contact call agents not a machine generated answers, submit ticket is also having an issue, chat gigi AI generated answers put a person in your help centers 24hrs, what if theres an emergency and needed money and your app is the only source for that money, and Gcash app is having trouble logging you in.",5.0
Dapat kasama yung student id or philhealth man lang!!,1.0
Very slow always hang,4.0
"It used to be easy to recover forgotten MPIN, now it's hard to recover an MPIN",2.0
It won't open even i just intalled it,3.0
kapag nag lagay nang MPIN may face verification pag Ka tapos MPIN ulit pa ulit ulit anyare..,3.0
Very easy to send money to family. And good application,0.0
"There are only a few ID options to verify. There used to be many on the list, but now it has been changed. There are many valid IDs that can be included, but only a few of the ones in your app are available.",0.0
Who can assist me hiw to open my gcash app plz help me,5.0
verry verry usefull,2.0
Akala ko lag o mahina net namin yon Pala system nyo bulok pag mag 'BUY LOAD' Ako tagal mag loading d na nga Ako Maka buy load dahil sa palpak na service nyo.,1.0
"whats wrong with you guys, o switched acc and then when i switched back my acc you will be needing to have me submit a ticket!!!!!!!!",5.0
"hi, please fix gcash app. everytime I open my account, it's always ""internal server error"" and my mpin is not working even I put the right pin though. I need to cash out my money, but this gcash app is not working at all.",3.0
It's so dumb I don't like this app,6.0
"Daming problema, dumagdag ka pa Gcash!",5.0
It's hard to open my gcash app still not open my account before I use my account now I can't I don't know what happens,1.0
This apps can't help to recover my gcash because I forgot my mpin..,4.0
Basura daming alam,1.0
I also encounter having a hard time to log in. I already tried the steps you suggested but nothing works. I hope you will look into this problem and attend to your consumers complain. There are many gcash users and it's really a hassle on our part. Thank you,5.0
Gcas pls repair your gcash apps. Where is the Gcash 2019 version.. I don't like the 2023 version..? 2023 version is almost 1 hour loading...,2.0
I try Ginvest/Gsaving so it asked me to verify my gmail I entered the right code but the process is repeating I couldn't get to the next step .is there any problem in this app?,1.0
This app takes so much time to load the Load promo menu!!,5.0
I can't receive my otp. It tried so many times. I can't open my account because of that. Please fix this right away.,3.0
"Cash in from bpi to gcash. Correcr number. Verified. Deducted from bpi and successful but not received in Gcash account. Waited for 3 days but no response from their email. Called hotline, if you choose the option for transaction they will ask u to create ticket and drop the call via IVR. Will report this to authority.",0.0
Pls remove face recognition😠,4.0
"Pahirap ng pahirap magpa verified,",1.0
Transfer money to others and received from others,1.0
Ang hirap i-log in. Nakakainis,6.0
My Gcash account is not verified. Thank You,4.0
"MY BROTHER ACCIDENTALLY SEND A MONEY TO MY OLD DELETED GCASH ACCOUNT. I REPORTED IT WITHIN THE DAY MY BROTHER SEND THE MONEY. I FOLLOW ALL THE INSTRUCTIONS AND EXPLAIN EVERYTHING TO THE AGENT I TALK TO AND GIVE ALL THE INFO THEY ASK, I KEEP ON CHECKING MY EMAIL, KEEP ON UPDATING THE TICKET NO. THE AGENT GIVE AND WAITED TILL 48HRS TO NOTHING. THE MONEY SENT WAS GONE TO NOWHERE AND GCASH IS SO USELESSS. WHY WOULD IT BE STILL PROCESSED EVEN IF THE ACCOUNT WAS ALREADY DELETED???",1.0
Okay why is it asking me to access personal information that it does not need that's the main thing I noticed when I clicked open it automatically ask me to access for different things but I want to remain private and not shared or accessed so if it's possible can this app not need that information so I can use it,2.0
"bored lg HAHAHA,mamanti na 5 str",3.0
"Play store and Gcash is Partnership.? Kasi Mula Ng hinold ni Gcash yong Account ko never ko na na open or na access lahat pati dito sa Play store bigla din nawala mga game apps like Sea BigBang,Card Summoning,Lucky. basta lahat Ng apps na ni link ko sa gcash ko for Cash in/ cash out Payment merchant,online shop ay di ko na search sa Play store.nasira kasi dati ko Cp at nawala din luma ko sim na gamit sa pag register sa email at Gcash.kaya bumili Ako ng TnT na Sim. Kaso bawal palitan old details",3.0
GOOD MORNING NICE G CASH ACCOUNT PLEASE COMMENT ALL GROUP THANK YOU TO ALL GROUP BY GOD GRACE ALONE PLEASE,1.0
500 Alma Makasasa palao,4.0
May times na safe syang gamitin may times din na hindi. I hope maopen kona yung gcash ko need ko ng money bhie bat naman kase ganon😫 u breaking my hart💔,2.0
Unable to log in immediately,0.0
"Always have an update and you cannot use the app without updating it. Always having an issue in the app when I need it the most. Very inconvenient. Just discover it now, I cannot see the app on my phone. I thought it was deleted but when I go to playstore, it was never been deleted. It really messed up.",3.0
I can't log in on my gcash account. After ng update ganyan na sya.,0.0
Gagawin ko tong 5* pag pwede na magdelete ng friend sa gforest.,5.0
This a good for my wallet Ang help to keep a money,1.0
"Really unreliable to use most of the time. Whenever you urgently need to use it, it's either not loading or it's crashing down. This app really needs consistent support. Customer service takes weeks before they reply to your tickets.",1.0
"it's quite disappointing that my GScore went down. I've been a long time GCash user, and I'm using it regularly, Loan, remittance, sending money, online purchase, pay bills, just about anything and everything you can do with it. And yet my GScore still went down. As a regular and long time user, you would expect that it'll be maintained if not go up not go down. Disappointing.",4.0
Constant need to re install. Doesn't work as good as before.,2.0
Must better the old roles than now .so hard and complicated,1.0
"Can't cash in online, so inconvenient",5.0
Thank you sa binigay nyu skin,6.0
"Locks you out of the app without proper notification once you have created an account and put your money in it. Their customer service will tell you they've disabled your account ""temporarily"" until you provide your sensitive details: 2 government IDs SIM number Selfie with SIM SIM Number screenshot in your phone You go through a handful of their incompetent CS agents only to find out you still need to do the same thing inside the app, once your account is reactivated.",4.0
Can't use Gcredit with national id,3.0
It's asking for my face verification but it keep saying not detected . Tsktsk,5.0
so convenient to use as long as dont give to anyone your otp. And always take extra precaution in using this app.,3.0
Can you add more acceptable ID's😊,2.0
This App juz went from level 0 to 7 and continued to go way 👇 down the whacked alleyways straight into the grimly gutters of unacceptable disappointment!!! 🚨👎📈📉,1.0
Unprofessional customer service. Lack of customer support!,5.0
"I give 2 star because the moment i upgrade my account then i followed what it say. Then i should take to wait a 7 days before the approved yet it has nothing happened. It takes one month I think, my gcash account can't upgrade because I'm still waiting to approve and still processing. Please do it quickly in your system.",6.0
"Why can't I open my account???? It directly went to help center after it sends a new OTP!!! Also, everytime I tried to transfer to other bank accounts, the confirm button IS NOT F WORKING!!! I'VE BEEN TRYING IT FOR ALMOST 4 DAYS NOW!!! For real, everytime this app updates there's always horrible things that happens😫 Just one more blow and I will uninstall this app and will never use this again!!! 😠",4.0
i like this apps because i have saving,2.0
Takes too much time to boot in my device,1.0
"Can't verify my account, sabi na improved na for student id's pero wala pa rin",4.0
Easy to use very helpful to user like as grab drivers,1.0
"I processed a bank transfer needed for my hospital bill. You absolutely know that there are ongoing delays with transfers to BPI but you still let users use the service without precaution. Now my money is floating, I need it NOW!, but I received a notif saying it will take 1-2 business days!!",2.0
"The app keeps disappearing from my app drawer. Can no longer open the app using wifi, unless it's connected to mobile data.",0.0
I think you remove the verification thingy because we know how to spend our money but why you need to that verification thing that is our money we should withdraw it with out any problems guys u can reply to me if you approve it,1.0
I'm very disappointed. Because the scanner face to open my gcash . I try again and again to scan my face but sadly field again and again . Plss fix problem . I want to pay may gloan .,5.0
I try to verify my account. Its 7days verifying 😂,1.0
"Cash in, cash out, interbank transfer fees is getting more expensive.",5.0
Always update when I want to open it Fix this app,0.0
i hate your selfie recognition fk that i always use the your app but din an update after i enter mpin its displya need selfie and need i well lit area do you know that my face is already in front of the light and its still not work fk that,4.0
Useful when you need to pay bills and load,5.0
Bakit ayaw mag receive Ng load tas bawas agad Yung laman Ng gcash ko Wala pa ako tatanggap na load ilang beses ko pinaload Wala pa din receive na load sa no. Ko,2.0
- active tickets doesn't get updated and i never received an email about the ticket i submitted - Gigi can't even answer basic questions - app can be so slow especially when I'm selecting contacts to send money to,3.0
"Pro: Works great, generally. Very useful. Con: 1) Please improve the notification. It arrives too late: usually after 2 hrs and it is useless by then. 2) when the Automatic Logout dialog is showing, the details behind the dialog should not be readable. E.g. the GCash amount is visible while the said dialog is showing.",5.0
The app is now faster and snappy. I think the 4 million accounts deleted helped the app. Thank you so much.,0.0
How to Cash-in in Gcash buy using Globe Load?,1.0
"no good natong gcash kelangan na nga ng face unlock para sure pero hindi naman nagana amp nag seserver error lang, buti pa sa maya ket dimasyado gamitin safe na safe gamitin",1.0
Lumaki Ulo nyo noh? dati pwd philhealth pero ngaun hindi na? Standard na tayo Par?,1.0
"Gcash walang kwenta, mga inutil mga tao. Ang bilis nyo mag suspend ng account pero kung mag request ng ipa lift ang suspension ang bagal. Hahahaha ang bilis mag verify ng account pero lift off ng suspension ang bagal. What if need ng tao yung account kasi dun yung mga pera nya .",4.0
"I cant log-in my account, it will just verify my face thru cam then go back to start.",1.0
ANO NA GCASH!!! NAKAKA ILANG BESES NAKO NAG TRY I RECOVER YUNG ACCOUNT KO PERO PALAGING SOMETHING WENT WRONG?? ANO YON KALOKOHON. AYUSIN NYO NAMAN YAN!,6.0
Ang hirap magverify ng account kahit malinaw na ung camera na ginamit sasabihin paring blurred.haysst sana magawan nyo to ng aksyon GCASH.pinapahirapan nyo mga app users nyo sa pag veverify lang tsk.!!!,1.0
"Whenever I need it the most, it always update. There is a switch to other account feature but when I try to switch to my original account, it cannot be done.",5.0
"I have been trying for several days to open my gcash account. I already uninstalled it and then re-install several times. To date, I cannot still open my gcash account despite of several follow-ups. It is really disappointing.",3.0
"I love the transactions and its very useful""",5.0
App is not installed😑😑😑when the application itself is already installed in my phone.,5.0
Please return my money. 😭 I already submitted a ticket but no response from your end. PLEAASSEEE. I WILL CHANGE THIS TO 5 STAR ONCE MY MONEY REFLECTED TO MY ACCT.,6.0
"Yung sa Gcash inbox, I hope filters can be added at the upper portion. I have a lot of transactions so I have to scroll down so much just to get from ""latest"" to ""other messages""",3.0
"AS ALWAYS.I cant understand your G Loan policy. I pay on exact due date, and the system automatically deducted an amount which is not part of my monthly dues.",3.0
"Paano ko imotivate ang aking mga pupils pumasok? Our free lunch for today. Pork Menudo with green peas, potato, carrots and other vegies. Tortang talong with egg Plain Rice Dalandan Fruit Orange Juice. NOTE: Magkakaroon po kami ng mini kitchen beside/outside my classroom. On going na po ang construction. This will be good for 1 year every Monday and Friday. We are still looking for sponsors from Tue - Thu. Salamat sa aking 2 major sponsors. Maam Elena Caunt as well as foodpanda.",5.0
"I tried to log in from my phone but obv you need to authenticate. While autheticating, I can't seem to get a code from my own sim/number. I tried reinstalling/deleting it again again but none of this works. I tried removing my sim card and it still didn't send through my number. Waited long enough for hours, it was always crashing and not sending. Hope you can fix this. Thank you",5.0
Ayaw mag scan ng face kahit maayos naman yung pagkaka tutok ko sa face ko,6.0
LAGI NALANG NAG UPDATE! CHAKA NAMAN!,1.0
"Always something went wrong, wasting time fixing it",1.0
"sasagot pakong exam ko, please lang umayos ka😭😭😭",1.0
"Too slow at verifying your gcash account, btw what does we will send sms within 7 days and it's been 2 weeks and until now, it's annoying. Pls fix your system gcash some of us really need your verification.",6.0
I cant attach my phone in my google account,1.0
So much tricks too boring nice easy,0.0
I just can't understand how the app disappears from my own phone but then I checked my playstore and it indicated that it's still installed. So I just uninstalled then re-install it just to gain access. And this has happened numerous times,0.0
Always in maintenance and says I need to troubleshoot!,5.0
pawalawala ung Biometrics 😡,6.0
"The app is convenient for online transactions. However, it became a hustle and there are a lots of problems lately. I just had my account closed for a very small reason, and now that I'm creating a new account there's still a problem with the account verification. I just don't know if they want us to continue using this app or not. As for me, I don't think I could stand experiencing such inconvenience any longer.",3.0
"GCash stop sending text messages whether I'm sending or receiving money, which is one of their unique pros, I hope they bring it back.",2.0
U need to kept on updating it every now and then😒😒😒..Sometimes and it makes it hanggggg over and over,3.0
I cannot open my gcash it always say try again,5.0
My verification keeps being denied even though i followed the procedure thoroughly!,5.0
Una ko na nagamit ang gcash ay maganda na ito Kasi may cash in cash out na po sya,0.0
"What is going on it won't let me reset my mpin and it keeps on loading with an error screen, please fix this it's so inconvenient.",1.0
"I am having trouble with the application just recently after an update of the application. The application disappeared in my cell phone home screen then when search it in the play store, the only option I have is to uninstall it. I was hoping it would be together with an option ""open"". So I tried to install again the apps but it happened again 6 times now. I am hopping you could help me out with this issues. Thank you.",4.0
It cannot support my phone realme C55 what happened? Last updated it can support but in new update. I cannot use my g cash for payment for all I need 😭 please fix this problem thanks,5.0
Load button is not working its been a week. FIX IT!!!!,4.0
Mas Maganda ang paymaya nag bibigay agad ng credit at may maya personal loan kaya Maganda ang maya kesa G cash..,5.0
Na scam ako ng gcash 100 pesos oo sa iba maliit na bagay sakin malaki yun kasi gagamitin ko sana yun pan dagdag ng tuition fee but anyways nandun na yun wala na ako magawa kaya sorry 1 star,5.0
CCC www saac😁😅🙋,4.0
Pls bring back the options for student id to fully verify my account. I just really needed it.,5.0
Lagi nalang nag float ang pera na sinesend ko to anyone. Anong klaseng e-wallet to walang kwenta.,6.0
i have experience anywhere gcash is do you need,6.0
Happy and always positive in life,0.0
"So sick of it... Need to verify my account, ID is needed... Deleting my account bcs i can't verify my acc cause i don't have any valid ID... But now another ID is needed to delete the account... What the heck?",5.0
"If i could give zero stars, I would. App always crashes. Sometimes, money doesn't get credited on your account. Customer service is not good, both onsite and online. The only good thing is that it's offered in a lot of establishments as a means of payment.",6.0
"I can't open my GCash app. I put my MPIN in and it prompts to take a selfie for verification process. After verification, it goes back to inputting the MPIN again. I tried it for 10 times already. Please fix.",3.0
"Always demands update, I suddenly have no access to my own accounts 😏😏😣",0.0
I worked in venezuela since there is no signal for globe here how can i get my otp now to open my gcash???!!!,2.0
Everything can be easy to pay or even giving money,2.0
I have nothing else to say about these apps.,1.0
Ito Ang pinaka magandang apps,3.0
"Great app, very usable.",3.0
"The ID scanning is horrible! I have already attempted alot of tries and have done alot of things like going on a dim environment, turning my flash on and so on but it still doesn't scan my ID! It always says something like ""Face not detected"" or ""Attempts reached its limits"". This is very frustrating. Please fix this.",3.0
WHY I CAN'T CHANGE MY EMAIL ADDRESS? EVE THO I FOLLWED ALL THE STEPS?,3.0
Sana maayos na gusot nyo nagkawalaan pera,3.0
very good at transporting money,5.0
I HAVE AN IMPORTANT TRANSACTION TODAY OR RIGHT NOW! THE APP IS NOT WORKING!!! FIX THIS!!!,2.0
Tanginang app to tanga,1.0
Nawala na yung message notification kapag express send. Tas minsan delay pa notification sa inbox ng gcash hayss.,3.0
"Whenever I enter my Gcash mpin I can't log in ""something went wrong"" always pop up. I tried all the ways and steps about trouble shooting shown in the app but still it doesn't work. Please find a solution about this.",1.0
"Easy access to send money to my family and friends. And also to pay bills, and loans.",1.0
it's so annoying because I tried many times to verify my account and I have 1k in my account because my dad send me money to order my requirements in school and I can't because I still need to verify please remove it I want to report this app.,6.0
Thanks sa gcash lahat napapabilis dahil sa gcash,4.0
The customer support is so bad. I've had a terrible experience with Gcash.,0.0
Its been more than a month and I didn't receive any message about verification and you lied about it when you tell us we get a message within seven days and yet a week passed i still got no message what a poor customer service.,3.0
Sometimes it's hard to update there always a bug or something,6.0
this app never disappoint me. specially when it comes to cashback. thank you Gcash.,1.0
"i cant even log in on my phone because the of photo verification, it keeps saying it's dark and whatever, even though my face was alright, I DID EVERYTHING it's so hassling. i really need the money and this was the time i was having a hard time, can you please fix this? Asap",5.0
The update that remove free data access to the app giving it more inconveniency lol,1.0
I cant transfer money from my bank anymore😑😓,4.0
"I've tried many times already to verify my account, and it always says that i should re-try again because the app couldn't verify the photo I submitted even though it's clear. Your verification system sucks! 🤮 I hope you make other ways to verify our account easily, like uploading the picture of our ID's. Lol",6.0
"Unrealibale. If you tried their products don't be confident that you can use them again on the second time around. I am using gloan if ever I am on urgent need, twice already I guess. And just this morning I tried to apply again, shockingly they prompt me that I am not eligible anymore. I paid my preious loans prior and on the day of the due date. I didn't see any reason why I cannot anymore and my gscore went down. I don't know what are their basis why gscore went down which causes this.",4.0
Dito mo makukuha ang eyong cash in,1.0
"I used to like this app because whenever someone will send money to me. Gcash will send a message as well or rather it will notify me. But now, since it updated i no longer know if someone is sending message because it's not giving notification! You will only know someone is sending if u will open the app! Why??????",5.0
Why the hell won't you let me log in into my gcash account? It was fine then a little time later you won't let me and keep telling me to reset my mpin but whenever I do that your services are ALWAYS busy and your help center isn't even helping me much,5.0
Maganda Po tsaka Ang Dali lng,5.0
"No customer service in personal. Only submit ticket, badly and poor things you cannot provide. It's a big apps but poor services",5.0
Always diappearing and then the app cant send me the code when i install it again its takes forever to wait...,1.0
stupid cash app,4.0
I requested to lift up the suspension of my old gcash account so I can access it to get my money back but no response until now. Please find way,3.0
I can't login my gcash app it always says that something went wrong even if I already updated the app,0.0
Fast and convenient to transact,5.0
why does it keep on disappearing from my app drawer. it's frustrating. please fix thanks,5.0
Di makpag log in pa ulit ulit lng lumalabas face recognation at mpin,0.0
sometimes fine sometimes not.,6.0
When iread gcash id like to join and be partmers if they believe in me,6.0
please gcash remove the face scan i cant go in to my account its really annoying and i hate it my 1500 is a waste because i cant log in,3.0
i verify my acc it says I'll wait for 7 days but now its almost 9 says since I verify my acc but until I've never received any notification,0.0
When im trying to reset my PIN it keep saying something is wrong and come back after 5 minutes and 1hr past I can't still open my account or reset my PIN ur app has some error i check my app and its updated,3.0
very unreliable.....upgrades lagss very unreliable,5.0
I can't even success my verification 😡it's always say Opss sorry please try again😡 I followed all the instructions but there's one result it's OPSS SORRY PLEASE TRY AGAIN😡,5.0
Im locked out of my gcash app and cant use it. The problem i have is with the facial recognition ut does not recognize even though i havent used facial recognition pls globe fix it.,3.0
Disappointed I lost my fund and gcash support I'd so slow to respond.,5.0
"I'm actually helping my aunt in her account verificationand it is broken the way you verify or upload your ID is not working, it's been 4 days now and I followed all the instructions but it's still not working.",5.0
Tngînà mo ayusen mo Gcash!,0.0
Really the best app ever....,1.0
Uamayos ka gcash dami mong eme kakagigil kayo🤬😡,1.0
Convenient but why my account have problem to open,1.0
Account can not be verified and cannot renew verification due to a bug which started 7 months ago even until now. CS and tickets were no help,4.0
Very panget ng service. Lagi nalang may service interruption. Lagi may inaayos. Di binibigay ang cashback katulad ng sinasabi nila kahit binayaran ko ng full yung Gloan ko before pa mag-due,2.0
Lagi na lng processing...,5.0
I cant verify my acc cause theres no philhealth id on the verification proces,6.0
I triend everything just to reset my mpin but it doesn't let me do it.,6.0
Forgot my pin and when i tried to create another one it says about trying again.I've tried multiple times and the same thing happens.,5.0
I load 200 pesos for pay tv but the I didn't receive e-pin,4.0
Good apps download now please subscribe and save the money for wallet. go now,5.0
this app is so goofy. it takes you weeks to get verified,4.0
Why is face detection is not working,1.0
"Cant verify, I've waited for 8 days and still not verified",0.0
Sobrang bagal at lag nung GForest and Load mag loading. Hindi naman ganito ito dati. Masyadong time consuming.,5.0
I keep on reeinstalling my app as iy suddenly disappear from my application. What's wrong it's been almost a week already.,5.0
"First, it was hard to scan my ID and now it's been how many days and my account is still not verified. So disappointing.",6.0
"It always says to update the app, sometimes it can't open.",0.0
Not so bad but easily use,0.0
"idk if gcash has competent employees because their service seems like trash. I always experience difficulties in accessing their platform and it's annoying. gosh, we just want a good banking experience. never gonna use this platform again",1.0
I can't reset my mpin it keeps saying that something went wrong and want me to send ticket in the help center. Please fix this.,1.0
GCASH keeps CRASHING since update,1.0
"I used to love this app because it is very convenient in paying my bills without the hassle of falling in line. But, lately, I get a hard time logging in. What usually takes seconds to login, now it takes minutes.",4.0
"I can't seem to register in gcash, I was gonna put some money and cash it out once it's finally full. I was gonna use the money to spend it on myself, but, it seems like I can't even register or sign in the app. Is there even a reason? I reinstalled it for like three times already and it keeps showing me submit a ticket everytime I put my number in. I hope you fix this too, my mom clearly needs money.",5.0
"My camera is well-lit and the place where lit too that I can see it fully but this app can't even scan properly, it's so bad that it makes me crazy😡",3.0
Patulong naman po kung sino marunong na I transfer sa ibang account yung laman ng gcash ng Asawa ko kasi Hindi na sim register yung DITO sim niya sana may makapansin... May laman po na 3k yung gcash niya pambayad po sana ng bills kaso di namin ma open gcash niya kelangan daw ng OTP pero di na register sim niya.... Salamat sa makakatulong,2.0
I've been waiting for too long to get verified but i still can't get verified!!! I've been waiting for over 2 months!!,2.0
Load are not available,3.0
we hope auto delete message in past 2years. delating message is so dificult,4.0
"Currently having problems on transferring my money from Paypal to GCash bc ""its under maintenance"" even though Paypal is perfectly fine. Please fix this issue not only on Paypal, but others too as I need my money from Paypal for my weekly allowance.",0.0
First timer for using this apps...and i dont know how to use them,1.0
It's seems not good cuz i've been scammed for the goods i need (i pay the goods then the seller scam me) so i want this app to upgrade like paypal it has refund request so they would not worry to lost their money for nothing,3.0
"For some reason, I cannot log in. I tried to raise a ticket but all their advise is to reinstall and restart my device. Which I already did, all possible means prior to raising ticket to your support team.",6.0
"Not friendly. If you have money issue they will not give it back to you, they will not refund your money. They don't know how to resolve all your problems if you have any.",5.0
It was great before.. My Gscore is high and good. But now it is not as good as before. The customer service doesn't help. My Gscore is decreasing even though I am constantly using my account to pay bills and always exceeded my cash in limits. I am always using gcash to pay in stores. Still my Gscore is decreasing rapidly. What is wrong with you gcash.,1.0
god account gcash,5.0
When i reset my mpin it goes something went wrong and submit a ticket please fix that i can't use my gcash acc,3.0
Walang kwenta facescan niyo diko magamit gash ko,5.0
BAT DI AKO MAKABAYAD SA SHOPEE KO PLS FIX THIS ASAP,5.0
I can't change my password,1.0
Cannot send money directly. It always required authentication code but the code doesn't appear most of the time when verifies my transaction.,3.0
loud bilis send,0.0
Your updates does not help anyway,1.0
Zero winssssssssss Sa gcash game kaya wag na kayo mag game halatang computer lang uboss sa umpisa lang mapaoasarap pero pagbabawe ka puro negative na hahahaha,6.0
"Please gcash,I trust that my account problem will be resolve soon. Ever since the update I couldn't log into my account anymore and Gcash help is not really reliable. Frustration is getting higher. I really appreciate Gcash as it helps me in many ways but now I really need help. Looking forward for your prompt reply. Thanks!",5.0
"Most convenient and fast reliable App for financial services Thanks Gcash, 😊 🙏 👍",1.0
I hope there's a Philhealth option when verifying an account.,0.0
"Walang kwenta customer service, at di maibalik yung pera na nanakaw sakin wala man lang ginagawang aksyon para maibalik sakin ang nawala kong pera.. wag na wag na kayong gagamit ng gcash na to baka kayo naman ang sunod na nakawan mag iingat kayo",5.0
Wala akung masabi,5.0
Gcash very good to use everyone I give 5 🌟,6.0
Very usable I love this apps,2.0
"App icon is frequently glitchy and missing oftentimes that uninstalling and reinstalling the app is needed. P.S. Sadly, there is no more sms notifications.",5.0
Okay.but slightly connection problem because of signals,4.0
Developer pleas fix the this app can't even log in to my acc it always pop up submit ticket,0.0
"I submitted two tickets to their customer service. I can't follow up on them because (1) they didn't give me a ticket number and (2) there are no active tickets that appear on the app. I can't reach them through email. They don't reply on Twitter/X. Worse, I can't talk to a live agent. FOR THOSE CONSIDERING GCash, STAY AWAY FROM IT! Use it at your own risk. It's better to use traditional banks because they have a physical office that you can go to. GCash doesn't have one. Just AVOID GCash.",1.0
I cont log in,4.0
This app was highly recommend for those people who no have bank account because this app is you able to send money or invest,5.0
Laging may nababayaran sa Google na 170. Nag babawas nalang bigla yung laman ng GCASH ko,2.0
"Has its ups and downs, hits and miss. Auto-debit working fine but what kind of e-wallet doesn't do that? Yes, I know BPI will charge P5 on every transaction starting Oct 2. But does that mean I can't cash in from there until then? It's still September! Are you denying free cash-ins? Huge miss right when you need to do business. And here I thought you were better than Maya!",3.0
"One star only, because it's always have a troubleshooting when I want to log in my gcash app so dissatisfied🤦‍♀️",5.0
Di maka receive Ng 6 digits code,4.0
Ang hirap mag login laging may bug,0.0
1 star because i need to update this app from time to time. I'ts very inconvenient to use but i have no choice.,5.0
"too long to load, what the hell is wrong with your app?!?",2.0
Internal server issue,5.0
Nice I hope always check this account,4.0
bagal wala kwenta ka g cash ka,2.0
After paying reloan can not reloan anymore,5.0
Always malfunctioning every now and then,4.0
"I Enter My Mpin And It's Say ""Oops! Please Reset your mpin to access your account again."" When I did it says ""Oops You Entered an authentication code pls try again"" Go Fix It",2.0
This app is helping me to buy load and send money this is the best,1.0
"It's so embarrassing I did not installed this app,I don't know what the problem",6.0
I cannot receive otp! I have been trying for hours!!! I have money in the app!! I have tried everything!!,5.0
It is easy to get money 🤑 and very good 💯,4.0
very convinient and user friendly.very easy to make transactions with gcash,5.0
Bobo nang gcash,5.0
"The app itself is useful but when it comes to their customer services you will wait longer my queries until now not resolved they always says to my email that i will wait patiently. Im so done with it, its almost 3 mos. But my refund i dont think they will process it immediately. Hope with the cases like this you will action faster and responsive.",5.0
The app is good for widraw and anything,1.0
"I forgot my mpin now i pressed ""forgot mpin"" and it lead me to face recognition i keep selfing but it doesnt work remove face recognition😡😡😡",1.0
Gcash is awesome 👍😎 i dont have anything to comment is just awesome 👍,4.0
Now i didnt use my gcash if im using may data,1.0
Ayaw ma verify Yung akin bumabalik lng sa sa home screen Ng app,6.0
very helpful and good apps is this thank you and God bless,1.0
FIX YOUR SYSTEM I CANT VERIFY MY ACCOUNT. WHY ITS HARD TO GET AN ACCOUNT?,4.0
"APAKA BULOK NG SUSTEMA NYO, ALMONST 1MONTH NG DI NA FUFULLY VERIFY ANG ACCOUNT KO. MAGSARA NA LANG KAYA KAYO!",5.0
"Very useful app for me. But recently, my profile information was changed even my gcash account was fully verified. I dont know how it happened. I got no way to change it back cause my roaming sim lost it service as well...😔",2.0
Diko na maayos Ang account ko ginawa ko namn lhat submit ticket parin,1.0
nice app..send money is easy...,0.0
Very satisfying and quick process of payment,5.0
"GCASH IS NOT SAFE. THE MONEY IN GCASH WALLET IS NOT SAFE. ALWAYS CHECK YOUR BALANCE IN YOUR GCASH WALLET. DO NOT ENABLE GCASH CREDIT AS BACK UP. I USED THE MONEY IN MY GCASH WALLET FOR 2 TRANSACTIONS AT SM. I HAD SUFFICIENT BALANCE. AFTER FEW DAYS, I NOTICED THAT THERE ARE 2 UNAUTHORIZED GCREDIT TRANSACTIONS WITH THE SAME AMOUNT. I HAVE ALREADY REPORTED THE ISSUE #94997116 AND IT'S BEEN A MONTH BUT THERE'S STILL NO RESOLUTION. GCASH CONTINUES TO ADD INTEREST TO UNAUTH GCREDIT TRANSACTIONS.",5.0
My wife account was also having issue it was very useful for us but n0w she cant log in its always says that s0mething went wr0ng our gsave and other account is still there hope the app will resolve it..we already submitted a ticket but still n0 soluti0n,5.0
Very nice and very helpful for all ⅜bills,3.0
It always says there's an error when I try to reset my mpin,5.0
"Always unstable, not working, not responding. Garbage app",1.0
It's anoing it's very depicaulte to open,1.0
BULOK HAYOP NA APP TO PURO NALANG SOMETHING WENT WRONG DI MKPAG RESET NG MPIN delete nyo na app nyo,4.0
This Apps Is So Very Nice .. Fasting Transaction 🤗😊,1.0
Put unlink on the app. Don't be trash,2.0
"The app is terrible on its own. I got a new SIM card, and it's brand new. I try to open an account usung this SIM card but it's already asking me for a password to enter! Look, i'm not stupid. I know my card is very very new.",1.0
Easy to withdraw the money or cash out,6.0
"slow verification, I verified myself 2 months ago and still not verified.",5.0
"It sucks and you have to wait 7 days or more just to get verified, what are you going doing in the full 7 days? Get fat? 💀",2.0
Ano nanaman prob ng app nyo .. nag auto log out acc ko tapos ung mag lolog in ako tapos napaka tagal ng 6digit code na isend ano ba nag loloko ba gcash ayusin nyo app nyo,4.0
Please fix. I'm stuck in loading screen,4.0
laging troubleshoot simula ng mag update,4.0
"Uninstalled. It's been a month and I am still NOT VERIFIED. I contacted everything, still nothing. Lost all hope so now I'm trying paymaya instead.",5.0
"I like the app. It is very useful in sending moneys or paying bills. It also have some feature where you get a free 1 pesos or more. But, they respond to problems slow and up until now I still can't get any information about the progress of the ticket I had sended to them. Hope you fix it because it the only inconvenience I can see in your app",0.0
Sometimes I will lag and my money is gone,5.0
